"error","bikesInUsage","electricalBikesInUsage","mechanicalBikesInUsage","dateTime"
0,19,0,19,"2018-10-11 02:46:15"
0,19,0,19,"2018-10-11 03:01:15"
0,17,0,17,"2018-10-11 03:16:14"
0,16,0,16,"2018-10-11 03:31:15"
0,16,0,16,"2018-10-11 03:46:14"
0,15,0,15,"2018-10-11 04:01:15"
0,15,0,15,"2018-10-11 04:16:14"
0,15,0,15,"2018-10-11 04:34:36"
0,15,0,15,"2018-10-11 04:46:14"
0,18,0,18,"2018-10-11 05:01:15"
0,34,0,34,"2018-10-11 05:16:16"
0,47,0,47,"2018-10-11 05:31:16"
0,71,0,71,"2018-10-11 05:46:16"
0,56,0,56,"2018-10-11 06:01:16"
0,71,1,70,"2018-10-11 06:16:16"
0,141,1,140,"2018-10-11 06:31:17"
0,191,0,191,"2018-10-11 06:46:16"
0,196,1,195,"2018-10-11 07:01:16"
0,313,1,312,"2018-10-11 07:16:16"
0,496,5,491,"2018-10-11 07:31:16"
0,855,13,842,"2018-10-11 07:46:16"
0,726,11,715,"2018-10-11 08:01:15"
0,769,11,758,"2018-10-11 08:16:15"
0,899,10,889,"2018-10-11 08:31:16"
0,1106,29,1077,"2018-10-11 08:46:15"
0,885,17,868,"2018-10-11 09:01:16"
0,732,11,721,"2018-10-11 09:16:16"
0,530,6,524,"2018-10-11 09:31:16"
0,554,8,546,"2018-10-11 09:46:15"
0,419,3,416,"2018-10-11 10:01:16"
0,415,5,410,"2018-10-11 10:16:15"
0,378,2,376,"2018-10-11 10:31:16"
0,374,3,371,"2018-10-11 10:46:15"
0,390,2,388,"2018-10-11 11:01:16"
0,395,3,392,"2018-10-11 11:16:15"
0,403,2,401,"2018-10-11 11:31:16"
0,514,5,509,"2018-10-11 11:46:15"
0,466,0,466,"2018-10-11 12:01:16"
0,467,0,467,"2018-10-11 12:16:16"
0,478,0,478,"2018-10-11 12:31:15"
0,494,7,487,"2018-10-11 12:46:15"
0,467,4,463,"2018-10-11 13:01:15"
0,534,5,529,"2018-10-11 13:16:15"
0,568,6,562,"2018-10-11 13:31:15"
